img_url,name,created_at
https://logo.clearbit.com/Java.com,Java,2025.2.1 11:19
https://logo.clearbit.com/JavaScript.com,JavaScript,2025.2.1 11:19
https://logo.clearbit.com/TypeScriptlang.org,TypeScript,2025.2.1 11:19
https://logo.clearbit.com/Node.js.org,Node.js,2025.2.1 11:19
https://logo.clearbit.com/Next.js.org,Next.js,2025.2.1 11:19
https://logo.clearbit.com/Nest.js.org,Nest.js,2025.2.1 11:19
https://logo.clearbit.com/Svelte.dev,Svelte,2025.2.1 11:19
https://logo.clearbit.com/Vuejs.org,Vue,2025.2.1 11:19
https://logo.clearbit.com/Reactjs.org,React,2025.2.1 11:19
https://logo.clearbit.com/Spring.io,Spring,2025.2.1 11:19
https://logo.clearbit.com/Go.dev,Go,2025.2.1 11:19
https://yt3.googleusercontent.com/QfykgcpEnn5dDj_yG8NwtcQiSiSSZuT091pzEACtBECGh7xuVydpV2l6rEw1IJB0kzLQaTKnfg=s160-c-k-c0x00ffffff-no-rj,Kotlin,2025.2.1 11:19
https://logo.clearbit.com/Express.com,Express,2025.2.1 11:19
https://logo.clearbit.com/MySQL.com,MySQL,2025.2.1 11:19
https://logo.clearbit.com/MongoDB.com,MongoDB,2025.2.1 11:19
https://logo.clearbit.com/Python.org,Python,2025.2.1 11:19
https://logo.clearbit.com/Djangoproject.com,Django,2025.2.1 11:19
https://logo.clearbit.com/php.net,php,2025.2.1 11:19
https://logo.clearbit.com/GraphQL.com,GraphQL,2025.2.1 11:19
https://logo.clearbit.com/Firebase.com,Firebase,2025.2.1 11:19
https://logo.clearbit.com/Flutter.dev,Flutter,2025.2.1 11:19
https://logo.clearbit.com/Swift.org,Swift,2025.2.1 11:19
https://logo.clearbit.com/ReactNative.dev,ReactNative,2025.2.1 11:19
https://logo.clearbit.com/Unity.com,Unity,2025.2.1 11:19
https://logo.clearbit.com/AWS.com,AWS,2025.2.1 11:19
https://logo.clearbit.com/Kubernetes.io,Kubernetes,2025.2.1 11:19
https://logo.clearbit.com/Docker.com,Docker,2025.2.1 11:19
https://logo.clearbit.com/Git-scm.com,Git,2025.2.1 11:19
https://logo.clearbit.com/Figma.com,Figma,2025.2.1 11:19
https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Adobe_XD_CC_icon.svg/800px-Adobe_XD_CC_icon.svg.png,XD,2025.2.1 11:19
https://logo.clearbit.com/Zeplin.com,Zeplin,2025.2.1 11:19
https://logo.clearbit.com/Jestjs.io,Jest,2025.2.1 11:19
https://logo.clearbit.com/Axure.com,Axure,2025.2.1 11:19
https://logo.clearbit.com/office.com,MS-Office,2025.2.1 11:19
https://www.adobe.com/cc-shared/assets/img/product-icons/svg/illustrator-40.svg,illustrator,2025.2.1 11:19
https://www.adobe.com/cc-shared/assets/img/product-icons/svg/photoshop-40.svg,Photoshop,2025.2.1 11:19
https://www.adobe.com/cc-shared/assets/img/product-icons/svg/indesign-40.svg,Indesign,2025.2.1 11:19
https://www.adobe.com/cc-shared/assets/img/product-icons/svg/premiere-pro.svg,Premiere pro,2025.2.1 11:19
https://www.adobe.com/cc-shared/assets/img/product-icons/svg/after-effects.svg,After Effects,2025.2.1 11:19
https://damassets.autodesk.net/content/dam/autodesk/www/product-imagery/badge-75x75/simplified-badges/3ds-max-2023-simplified-badge-75x75.png,3D max,2025.2.1 11:19
https://logo.clearbit.com/Blender.org,Blender,2025.2.1 11:19
"https://maxonassets.imgix.net/images/Products/Cinema-4D/C4D-Iso-logo.png?fm=webp&auto=format,compress&w=1920&h=1932&ar=16:9&fit=clip&crop=faces&q=80",Cinema 4D ,2025.2.1 11:19
